station.number,block.number,latitude,longitude
676,10,46.26666667,-61.81138889
677,10,46.26666667,-61.76333333
678,10,46.26666667,-61.71527778
679,10,46.26666667,-61.66722222
680,10,46.26666667,-61.61944444
681,10,46.26666667,-61.57138889
696,10,46.23333333,-61.95555556
697,10,46.23333333,-61.9075
698,10,46.23333333,-61.85944444
699,10,46.23333333,-61.81138889
700,10,46.23333333,-61.76333333
701,10,46.23333333,-61.71527778
702,10,46.23333333,-61.66722222
703,10,46.23333333,-61.61944444
704,10,46.23333333,-61.57138889
718,10,46.2,-61.95555556
719,10,46.2,-61.9075
720,10,46.2,-61.85944444
721,10,46.2,-61.81138889
722,10,46.2,-61.76333333
723,10,46.2,-61.71527778
724,10,46.2,-61.66722222
725,10,46.2,-61.61944444
740,10,46.16666667,-61.95555556
741,10,46.16666667,-61.9075
742,10,46.16666667,-61.85944444
743,10,46.16666667,-61.81138889
744,10,46.16666667,-61.76333333
745,10,46.16666667,-61.71527778
746,10,46.16666667,-61.66722222
760,10,46.13333333,-62.00333333
761,10,46.13333333,-61.95555556
762,10,46.13333333,-61.9075
763,10,46.13333333,-61.85944444
764,10,46.13333333,-61.81138889
765,10,46.13333333,-61.76333333
766,10,46.13333333,-61.71527778
767,10,46.13333333,-61.66722222
780,10,46.1,-62.05083333
781,10,46.1,-62.00333333
782,10,46.1,-61.95555556
783,10,46.1,-61.9075
784,10,46.1,-61.85944444
785,10,46.1,-61.81138889
786,10,46.1,-61.76333333
787,10,46.1,-61.71527778
798,10,46.06666667,-62.14611111
799,10,46.06666667,-62.09861111
800,10,46.06666667,-62.05083333
801,10,46.06666667,-62.00333333
802,10,46.06666667,-61.95555556
803,10,46.06666667,-61.9075
804,10,46.06666667,-61.85944444
805,10,46.06666667,-61.81138889
806,10,46.06666667,-61.76333333
807,10,46.06666667,-61.71527778
817,10,46.03333333,-62.19361111
818,10,46.03333333,-62.14611111
819,10,46.03333333,-62.09861111
820,10,46.03333333,-62.05083333
821,10,46.03333333,-62.00333333
822,10,46.03333333,-61.95555556
823,10,46.03333333,-61.9075
824,10,46.03333333,-61.85944444
825,10,46.03333333,-61.81138889
826,10,46.03333333,-61.76333333
835,10,46,-62.24111111
836,10,46,-62.19361111
837,10,46,-62.14611111
838,10,46,-62.09861111
839,10,46,-62.05083333
840,10,46,-62.00333333
841,10,46,-61.95555556
842,10,46,-61.9075
843,10,46,-61.85944444
844,10,46,-61.81138889
855,10,45.96666667,-62.24111111
856,10,45.96666667,-62.19361111
857,10,45.96666667,-62.14611111
858,10,45.96666667,-62.09861111
859,10,45.96666667,-62.05083333
860,10,45.96666667,-62.00333333
861,10,45.96666667,-61.95555556
862,10,45.96666667,-61.9075
863,10,45.96666667,-61.85944444
879,10,45.93333333,-62.28888889
880,10,45.93333333,-62.24111111
881,10,45.93333333,-62.19361111
882,10,45.93333333,-62.14611111
883,10,45.93333333,-62.09861111
884,10,45.93333333,-62.05083333
885,10,45.93333333,-62.00333333
886,10,45.93333333,-61.95555556
887,10,45.93333333,-61.9075
888,10,45.93333333,-61.85944444
903,10,45.9,-62.33638889
904,10,45.9,-62.28888889
905,10,45.9,-62.24111111
906,10,45.9,-62.19361111
907,10,45.9,-62.14611111
908,10,45.9,-62.09861111
909,10,45.9,-62.05083333
910,10,45.9,-62.00333333
911,10,45.9,-61.95555556
912,10,45.9,-61.9075
930,10,45.86666667,-62.28888889
931,10,45.86666667,-62.24111111
932,10,45.86666667,-62.19361111
933,10,45.86666667,-62.14611111
934,10,45.86666667,-62.09861111
935,10,45.86666667,-62.05083333
936,10,45.86666667,-62.00333333
944,10,45.83333333,-62.28888889
945,10,45.83333333,-62.24111111
946,10,45.83333333,-62.19361111
947,10,45.83333333,-62.14611111
948,10,45.83333333,-62.09861111
949,10,45.83333333,-62.05083333
960,10,45.8,-62.24111111
961,10,45.8,-62.19361111
962,10,45.8,-62.14611111
973,10,45.76666667,-62.24111111
974,10,45.76666667,-62.19361111
