stratum,major,minor,longitude,latitude,station
420,19,9,-64.38416667,47.03138889,1435
420,19,10,-64.38027778,47.06555556,1436
420,20,1,-64.65166667,46.93361111,1437
420,20,2,-64.60833333,46.94527778,1438
420,20,3,-64.64777778,46.975,1439
420,20,4,-64.62222222,46.975,1440
420,20,5,-64.59027778,46.97611111,1441
420,20,6,-64.59138889,47.01638889,1442
420,20,7,-64.63111111,47.02,1443
420,20,8,-64.58777778,47.06111111,1444
420,20,9,-64.61833333,47.06111111,1445
420,20,10,-64.64666667,47.06388889,1446
420,20,11,-64.65944444,47.105,1447
421,1,1,-63.985,47.15305556,1448
421,1,2,-64.01722222,47.13472222,1449
421,1,3,-64.05277778,47.1225,1450
421,1,4,-64.085,47.105,1451
421,1,5,-64.12083333,47.09805556,1452
421,1,6,-64.15916667,47.09083333,1453
421,1,7,-64.18611111,47.06194444,1454
421,1,8,-64.15027778,47.06194444,1455
421,1,9,-64.12083333,47.06277778,1456
421,1,10,-64.08222222,47.06722222,1457
421,2,1,-64.12083333,47.03138889,1458
421,2,2,-64.15138889,47.02083333,1459
421,2,3,-64.18222222,47.02,1460
421,2,4,-64.21527778,46.98638889,1461
421,2,5,-64.21916667,47.01888889,1462
421,2,6,-64.21916667,47.06027778,1463
421,2,7,-64.255,47.05333333,1464
421,2,8,-64.25138889,47.01805556,1465
421,2,9,-64.28472222,47.01888889,1466
421,2,10,-64.33055556,47.01277778,1467
421,3,1,-64.25388889,46.97861111,1468
421,3,2,-64.28833333,46.97861111,1469
421,3,3,-64.32027778,46.97861111,1470
421,3,4,-64.355,46.97777778,1471
421,3,5,-64.38694444,46.98222222,1472
421,3,6,-64.38833333,46.93277778,1473
421,3,7,-64.3575,46.93388889,1474
421,3,8,-64.31916667,46.93388889,1475
421,3,9,-64.28833333,46.93638889,1476
421,3,10,-64.26138889,46.94527778,1477
421,4,1,-64.35611111,46.89416667,1478
421,4,2,-64.32166667,46.89694444,1479
421,4,3,-64.28972222,46.89861111,1480
421,4,4,-64.31777778,46.86333333,1481
421,4,5,-64.355,46.85472222,1482
421,4,6,-64.38583333,46.85472222,1483
421,4,7,-64.41777778,46.85111111,1484
421,4,8,-64.45222222,46.85722222,1485
421,4,9,-64.41638889,46.80694444,1486
421,4,10,-64.38444444,46.82027778,1487
421,5,1,-64.56861111,46.9275,1488
421,5,2,-64.51888889,46.93472222,1489
421,5,3,-64.48166667,46.93111111,1490
421,5,4,-64.46638889,46.96972222,1491
421,5,5,-64.41638889,46.97694444,1492
421,5,6,-64.45083333,46.93722222,1493
421,5,7,-64.42027778,46.93555556,1494
421,5,8,-64.44972222,46.895,1495
421,5,9,-64.42027778,46.89416667,1496
421,5,10,-64.38833333,46.89611111,1497
421,6,1,-64.61722222,46.89416667,1498
421,6,2,-64.58277778,46.89166667,1499
421,6,3,-64.55333333,46.89416667,1500
421,6,4,-64.5175,46.89416667,1501
421,6,5,-64.48277778,46.89416667,1502
421,6,6,-64.48805556,46.84916667,1503
421,6,7,-64.52138889,46.85027778,1504
421,6,8,-64.55472222,46.84861111,1505
421,6,9,-64.58777778,46.84916667,1506
421,6,10,-64.62111111,46.85111111,1507
421,7,1,-64.65055556,46.85472222,1508
421,7,2,-64.68527778,46.84861111,1509
421,7,3,-64.72111111,46.84666667,1510
421,7,4,-64.72222222,46.80611111,1511
421,7,5,-64.6825,46.80611111,1512
421,7,6,-64.65194444,46.80888889,1513
421,7,7,-64.70055556,46.77444444,1514
421,7,8,-64.64916667,46.77,1515
421,7,9,-64.62,46.77,1516
421,7,10,-64.58527778,46.77,1517
421,8,1,-64.61861111,46.80777778,1518
421,8,2,-64.58666667,46.80972222,1519
421,8,3,-64.55194444,46.80777778,1520
421,8,4,-64.51611111,46.80777778,1521
421,8,5,-64.48416667,46.80777778,1522
421,8,6,-64.44972222,46.80527778,1523
421,8,7,-64.45083333,46.76555556,1524
421,8,8,-64.48416667,46.76916667,1525
421,8,9,-64.515,46.76833333,1526
421,8,10,-64.55333333,46.7675,1527
422,1,1,-63.95166667,48.09361111,1528
422,1,2,-63.91972222,48.09472222,1529
422,1,3,-63.88527778,48.09527778,1530
422,1,4,-63.84805556,48.09722222,1531
422,1,5,-63.87888889,48.06444444,1532
422,1,6,-63.91861111,48.05861111,1533
422,1,7,-63.95166667,48.05861111,1534
422,1,8,-63.95166667,48.01722222,1535
422,1,9,-63.91972222,48.00694444,1536
422,1,10,-63.88,48.01027778,1537
422,2,1,-64.11694444,48.10138889,1538
422,2,2,-64.08611111,48.09888889,1539
422,2,3,-64.04777778,48.09805556,1540
422,2,4,-64.01972222,48.09888889,1541
422,2,5,-63.985,48.09722222,1542
422,2,6,-63.9825,48.05583333,1543
422,2,7,-64.01333333,48.05416667,1544
422,2,8,-64.05166667,48.05583333,1545
422,2,9,-64.08222222,48.05666667,1546
422,2,10,-64.11694444,48.05666667,1547
422,3,1,-63.98638889,48.01805556,1548
422,3,2,-64.01722222,48.01555556,1549
422,3,3,-64.05027778,48.01722222,1550
422,3,4,-64.08361111,48.01638889,1551
422,3,5,-64.11305556,48.01472222,1552
422,3,6,-64.12083333,47.9725,1553
422,3,7,-64.08611111,47.96888889,1554
422,3,8,-64.05277778,47.96888889,1555
422,3,9,-64.02083333,47.97166667,1556
422,3,10,-63.9875,47.97416667,1557
422,4,1,-63.84416667,47.96722222,1558
422,4,2,-63.88638889,47.975,1559
422,4,3,-63.92111111,47.9725,1560
422,4,4,-63.95694444,47.975,1561
422,4,5,-63.95055556,47.93527778,1562
422,4,6,-63.92111111,47.93361111,1563
422,4,7,-63.88388889,47.93277778,1564
422,4,8,-63.85194444,47.93111111,1565
422,4,9,-63.82,47.93472222,1566
422,4,10,-63.79444444,47.94055556,1567
422,5,1,-63.98638889,47.93361111,1568
422,5,2,-64.01833333,47.93722222,1569
422,5,3,-64.05166667,47.93527778,1570
422,5,4,-64.08611111,47.93472222,1571
422,5,5,-64.11694444,47.93638889,1572
422,5,6,-64.12083333,47.89222222,1573
422,5,7,-64.0875,47.89222222,1574
422,5,8,-64.05166667,47.88888889,1575
422,5,9,-64.01972222,47.89055556,1576
422,5,10,-63.98638889,47.89138889,1577
422,6,1,-64.15138889,47.90111111,1578
422,6,2,-64.1975,47.89055556,1579
422,6,3,-64.255,47.84666667,1580
422,6,4,-64.22166667,47.85166667,1581
422,6,5,-64.18472222,47.85083333,1582
422,6,6,-64.15277778,47.85166667,1583
422,6,7,-64.15027778,47.80777778,1584
422,6,8,-64.18722222,47.80694444,1585
422,6,9,-64.22166667,47.81027778,1586
422,6,10,-64.25138889,47.80944444,1587
422,7,1,-63.9875,47.85083333,1588
422,7,2,-64.01583333,47.85,1589
422,7,3,-64.04777778,47.85166667,1590
422,7,4,-64.08222222,47.85361111,1591
422,7,5,-64.11694444,47.85,1592
422,7,6,-64.11944444,47.81027778,1593
422,7,7,-64.08361111,47.80777778,1594
422,7,8,-64.05555556,47.80944444,1595
422,7,9,-64.01833333,47.81222222,1596
422,7,10,-63.98638889,47.81027778,1597
422,8,1,-63.95555556,47.89055556,1598
422,8,2,-63.91861111,47.89138889,1599
422,8,3,-63.88527778,47.89138889,1600
422,8,4,-63.85194444,47.895,1601
422,8,5,-63.8225,47.89583333,1602
422,8,6,-63.80972222,47.84916667,1603
422,8,7,-63.85083333,47.84916667,1604
422,8,8,-63.88388889,47.84916667,1605
422,8,9,-63.91861111,47.85083333,1606
422,8,10,-63.95166667,47.85,1607
422,9,1,-63.95444444,47.80611111,1608
422,9,2,-63.91972222,47.80611111,1609
422,9,3,-63.88527778,47.80611111,1610
422,9,4,-63.85333333,47.80694444,1611
422,9,5,-63.81861111,47.80861111,1612
422,9,6,-63.82638889,47.76972222,1613
422,9,7,-63.84944444,47.76805556,1614
422,9,8,-63.88277778,47.76638889,1615
422,9,9,-63.91972222,47.76805556,1616
422,9,10,-63.95444444,47.76805556,1617
422,10,1,-63.9875,47.76722222,1618
422,10,2,-64.02083333,47.76805556,1619
422,10,3,-64.01833333,47.72638889,1620
422,10,4,-63.9875,47.7275,1621
422,10,5,-63.95166667,47.72583333,1622
422,10,6,-63.91972222,47.72388889,1623
422,10,7,-63.88388889,47.72583333,1624
422,10,8,-63.84666667,47.72833333,1625
422,10,9,-63.85444444,47.68666667,1626
422,10,10,-63.89027778,47.68583333,1627
422,11,1,-64.18722222,47.76805556,1628
422,11,2,-64.15138889,47.76722222,1629
422,11,3,-64.11833333,47.76722222,1630
422,11,4,-64.08611111,47.76722222,1631
422,11,5,-64.04916667,47.76805556,1632
422,11,6,-64.05277778,47.72472222,1633
422,11,7,-64.085,47.72583333,1634
422,11,8,-64.12083333,47.72583333,1635
422,11,9,-64.15138889,47.72638889,1636
422,11,10,-64.18611111,47.72833333,1637
422,12,1,-64.29111111,47.80611111,1638
422,12,2,-64.31527778,47.76527778,1639
422,12,3,-64.28833333,47.76722222,1640
422,12,4,-64.25138889,47.76722222,1641
422,12,5,-64.22166667,47.76805556,1642
422,12,6,-64.22166667,47.72472222,1643
422,12,7,-64.25138889,47.72472222,1644
422,12,8,-64.28583333,47.72583333,1645
422,12,9,-64.31777778,47.72833333,1646
422,12,10,-64.32805556,47.68138889,1647
422,13,1,-64.29111111,47.68583333,1648
422,13,2,-64.2525,47.68416667,1649
422,13,3,-64.22166667,47.68333333,1650
422,13,4,-64.18611111,47.68416667,1651
422,13,5,-64.18472222,47.64527778,1652
422,13,6,-64.22055556,47.6425,1653
422,13,7,-64.255,47.64166667,1654
422,13,8,-64.28722222,47.6425,1655
422,13,9,-64.32027778,47.64166667,1656
422,13,10,-64.35361111,47.64166667,1657
422,14,1,-64.02083333,47.68138889,1658
422,14,2,-64.05277778,47.6825,1659
422,14,3,-64.08611111,47.68416667,1660
422,14,4,-64.12194444,47.685,1661
422,14,5,-64.15138889,47.6875,1662
422,14,6,-64.15277778,47.64527778,1663
422,14,7,-64.11944444,47.64416667,1664
422,14,8,-64.0875,47.6425,1665
422,14,9,-64.04916667,47.64333333,1666
422,14,10,-64.01972222,47.64166667,1667
422,15,1,-63.91972222,47.68416667,1668
422,15,2,-63.95444444,47.685,1669
422,15,3,-63.99027778,47.68416667,1670
422,15,4,-63.98638889,47.64527778,1671
422,15,5,-63.95305556,47.6425,1672
422,15,6,-63.9275,47.63916667,1673
422,15,7,-63.89277778,47.64,1674
422,15,8,-63.85583333,47.64083333,1675
422,15,9,-63.875,47.60166667,1676
422,15,10,-63.91861111,47.60111111,1677
422,16,1,-63.95555556,47.59833333,1678
422,16,2,-63.9875,47.59833333,1679
422,16,3,-64.01722222,47.59833333,1680
422,16,4,-64.05027778,47.59666667,1681
422,16,5,-64.05416667,47.555,1682
422,16,6,-64.01972222,47.555,1683
422,16,7,-63.98388889,47.55333333,1684
422,16,8,-63.95694444,47.55333333,1685
422,16,9,-63.91972222,47.55333333,1686
422,16,10,-63.88527778,47.55861111,1687
422,17,1,-64.09,47.5975,1688
422,17,2,-64.12333333,47.5975,1689
422,17,3,-64.15277778,47.5975,1690
422,17,4,-64.18472222,47.5975,1691
422,17,5,-64.21916667,47.59833333,1692
422,17,6,-64.22055556,47.5525,1693
422,17,7,-64.18722222,47.55333333,1694
422,17,8,-64.15388889,47.5525,1695
422,17,9,-64.11944444,47.55333333,1696
422,17,10,-64.08611111,47.55416667,1697
422,18,1,-64.2525,47.6,1698
422,18,2,-64.28722222,47.6,1699
422,18,3,-64.31916667,47.60111111,1700
422,18,4,-64.3575,47.60166667,1701
422,18,5,-64.39333333,47.60111111,1702
422,18,6,-64.38694444,47.55861111,1703
422,18,7,-64.355,47.5575,1704
422,18,8,-64.31666667,47.55583333,1705
422,18,9,-64.28972222,47.55666667,1706
422,18,10,-64.2525,47.55916667,1707
422,19,1,-64.42416667,47.54277778,1708
422,19,2,-64.45472222,47.50972222,1709
422,19,3,-64.41888889,47.51333333,1710
422,19,4,-64.42138889,47.47333333,1711
422,19,5,-64.44833333,47.4725,1712
422,19,6,-64.48805556,47.4725,1713
422,19,7,-64.51611111,47.43666667,1714
422,19,8,-64.48555556,47.43861111,1715
422,19,9,-64.44972222,47.44027778,1716
422,19,10,-64.41777778,47.44027778,1717
422,20,1,-64.38944444,47.51666667,1718
422,20,2,-64.35611111,47.51416667,1719
422,20,3,-64.32166667,47.51333333,1720
422,20,4,-64.28972222,47.515,1721
422,20,5,-64.25638889,47.515,1722
422,20,6,-64.25638889,47.47861111,1723
422,20,7,-64.28722222,47.475,1724
422,20,8,-64.31777778,47.47611111,1725
422,20,9,-64.3575,47.47611111,1726
422,20,10,-64.39083333,47.47666667,1727
422,21,1,-64.22166667,47.51583333,1728
422,21,2,-64.18472222,47.515,1729
422,21,3,-64.15027778,47.51416667,1730
422,21,4,-64.11944444,47.51416667,1731
422,21,5,-64.0875,47.51416667,1732
422,21,6,-64.085,47.47611111,1733
422,21,7,-64.11833333,47.47611111,1734
422,21,8,-64.15388889,47.475,1735
422,21,9,-64.18861111,47.475,1736
422,21,10,-64.22583333,47.47666667,1737
422,22,1,-64.05166667,47.51416667,1738
422,22,2,-64.01722222,47.51333333,1739
422,22,3,-63.98888889,47.51416667,1740
422,22,4,-63.95444444,47.51333333,1741
422,22,5,-63.92611111,47.51416667,1742
422,22,6,-63.89027778,47.515,1743
422,22,7,-63.90833333,47.47611111,1744
422,22,8,-63.95555556,47.47611111,1745
422,22,9,-63.985,47.47666667,1746
422,22,10,-64.02083333,47.47666667,1747
422,23,1,-64.05277778,47.47333333,1748
422,23,2,-64.05277778,47.43416667,1749
422,23,3,-64.01972222,47.43333333,1750
422,23,4,-63.9875,47.43611111,1751
422,23,5,-63.95694444,47.43416667,1752
422,23,6,-63.91972222,47.43611111,1753
422,23,7,-63.925,47.39666667,1754
422,23,8,-63.95555556,47.39583333,1755
422,23,9,-63.98638889,47.39777778,1756
422,23,10,-64.02222222,47.39944444,1757
422,24,1,-63.93,47.35333333,1758
422,24,2,-63.95555556,47.35083333,1759
422,24,3,-63.99027778,47.34972222,1760
422,24,4,-63.99527778,47.31388889,1761
422,24,5,-63.94416667,47.31138889,1762
422,24,6,-63.95055556,47.26777778,1763
422,24,7,-63.98638889,47.26972222,1764
422,24,8,-63.98888889,47.22666667,1765
422,24,9,-63.95694444,47.22666667,1766
422,24,10,-63.97861111,47.19527778,1767
422,25,1,-64.05555556,47.39666667,1768
422,25,2,-64.05555556,47.35138889,1769
422,25,3,-64.02611111,47.34972222,1770
422,25,4,-64.01972222,47.31055556,1771
422,25,5,-64.05555556,47.30972222,1772
422,25,6,-64.05666667,47.26861111,1773
422,25,7,-64.02361111,47.26611111,1774
422,25,8,-64.01972222,47.22944444,1775
422,25,9,-64.05277778,47.22777778,1776
422,25,10,-64.02361111,47.18583333,1777
422,26,1,-64.22638889,47.43333333,1778
422,26,2,-64.19166667,47.43416667,1779
422,26,3,-64.15694444,47.435,1780
422,26,4,-64.125,47.43583333,1781
422,26,5,-64.09027778,47.43583333,1782
422,26,6,-64.09027778,47.395,1783
422,26,7,-64.125,47.3925,1784
422,26,8,-64.15833333,47.395,1785
422,26,9,-64.18777778,47.39583333,1786
422,26,10,-64.2275,47.39416667,1787
422,27,1,-64.38694444,47.43666667,1788
422,27,2,-64.355,47.43666667,1789
422,27,3,-64.31777778,47.43611111,1790
422,27,4,-64.28833333,47.435,1791
422,27,5,-64.25777778,47.435,1792
422,27,6,-64.25638889,47.39944444,1793
422,27,7,-64.28833333,47.39777778,1794
422,27,8,-64.32166667,47.39666667,1795
422,27,9,-64.35361111,47.39583333,1796
422,27,10,-64.38694444,47.39583333,1797
422,28,1,-64.51361111,47.40638889,1798
422,28,2,-64.48666667,47.39944444,1799
422,28,3,-64.44833333,47.39944444,1800
422,28,4,-64.41777778,47.39861111,1801
422,28,5,-64.41638889,47.35333333,1802
422,28,6,-64.44972222,47.35138889,1803
422,28,7,-64.48666667,47.3525,1804
422,28,8,-64.48916667,47.31583333,1805
422,28,9,-64.44972222,47.31388889,1806
422,28,10,-64.42027778,47.31222222,1807
422,29,1,-64.38694444,47.3525,1808
422,29,2,-64.355,47.35083333,1809
422,29,3,-64.32166667,47.3525,1810
422,29,4,-64.28722222,47.3525,1811
422,29,5,-64.25388889,47.35083333,1812
422,29,6,-64.25638889,47.31222222,1813
422,29,7,-64.28722222,47.31222222,1814
422,29,8,-64.31916667,47.31138889,1815
422,29,9,-64.355,47.31055556,1816
422,29,10,-64.38583333,47.31222222,1817
422,30,1,-64.22444444,47.3525,1818
422,30,2,-64.18722222,47.35083333,1819
422,30,3,-64.15388889,47.35083333,1820
422,30,4,-64.12083333,47.35083333,1821
422,30,5,-64.0875,47.34888889,1822
422,30,6,-64.08861111,47.31055556,1823
422,30,7,-64.12083333,47.31138889,1824
422,30,8,-64.15277778,47.31055556,1825
422,30,9,-64.18722222,47.31055556,1826
422,30,10,-64.22055556,47.31222222,1827
422,31,1,-64.22055556,47.26694444,1828
422,31,2,-64.18972222,47.26416667,1829
422,31,3,-64.15027778,47.26527778,1830
422,31,4,-64.12194444,47.26611111,1831
422,31,5,-64.09,47.26777778,1832
422,31,6,-64.08611111,47.22944444,1833
422,31,7,-64.11944444,47.22861111,1834
422,31,8,-64.15138889,47.22861111,1835
422,31,9,-64.18722222,47.22944444,1836
422,31,10,-64.22305556,47.22777778,1837
422,32,1,-64.22305556,47.18583333,1838
422,32,2,-64.18972222,47.18305556,1839
422,32,3,-64.15138889,47.18666667,1840
422,32,4,-64.12083333,47.18583333,1841
422,32,5,-64.08611111,47.18583333,1842
422,32,6,-64.05166667,47.18833333,1843
422,32,7,-64.05027778,47.15694444,1844
422,32,8,-64.08611111,47.15,1845
422,32,9,-64.11833333,47.14194444,1846
422,33,1,-64.255,47.10166667,1847
422,33,2,-64.21916667,47.1,1848
422,33,3,-64.17694444,47.10972222,1849
422,33,4,-64.15138889,47.14388889,1850
422,33,5,-64.18333333,47.14388889,1851
422,33,6,-64.21916667,47.14388889,1852
422,33,7,-64.25388889,47.14472222,1853
422,33,8,-64.255,47.18388889,1854
422,33,9,-64.29111111,47.18666667,1855
422,33,10,-64.32027778,47.1875,1856
422,34,1,-64.33583333,47.05722222,1857
422,34,2,-64.27694444,47.06861111,1858
422,34,3,-64.28722222,47.10083333,1859
422,34,4,-64.31916667,47.09833333,1860
422,34,5,-64.355,47.10888889,1861
422,34,6,-64.3575,47.14472222,1862
422,34,7,-64.32027778,47.14638889,1863
422,34,8,-64.28583333,47.14638889,1864
422,34,9,-64.35611111,47.1875,1865
422,34,10,-64.38583333,47.19111111,1866
422,35,1,-64.41888889,47.26861111,1867
422,35,2,-64.45083333,47.26972222,1868
422,35,3,-64.48555556,47.27027778,1869
422,35,4,-64.47,47.22944444,1870
422,35,5,-64.42277778,47.22666667,1871
422,35,6,-64.415,47.1875,1872
422,35,7,-64.44583333,47.19194444,1873
422,35,8,-64.42527778,47.14638889,1874
422,35,9,-64.39333333,47.14388889,1875
422,35,10,-64.39583333,47.10166667,1876
422,36,1,-64.39083333,47.26861111,1877
422,36,2,-64.35611111,47.26777778,1878
422,36,3,-64.32305556,47.26861111,1879
422,36,4,-64.29222222,47.26777778,1880
422,36,5,-64.25888889,47.26527778,1881
422,36,6,-64.255,47.22944444,1882
422,36,7,-64.28972222,47.22944444,1883
422,36,8,-64.31916667,47.22861111,1884
422,36,9,-64.355,47.22861111,1885
422,36,10,-64.38583333,47.22944444,1886
423,1,1,-61.67972222,47.77916667,1887
423,1,2,-61.71694444,47.77305556,1888
423,1,3,-61.75666667,47.76861111,1889
423,1,4,-61.77472222,47.80666667,1890
423,1,5,-61.78222222,47.77027778,1891
423,1,6,-61.80527778,47.74111111,1892
423,1,7,-61.81666667,47.76861111,1893
423,1,8,-61.82083333,47.81361111,1894
423,1,9,-61.84888889,47.81277778,1895
423,1,10,-61.85138889,47.77305556,1896
423,2,1,-61.85138889,47.73222222,1897
423,2,2,-61.88472222,47.69333333,1898
423,2,3,-61.88611111,47.73055556,1899
423,2,4,-61.88611111,47.77138889,1900
423,2,5,-61.88611111,47.81027778,1901
423,2,6,-61.93472222,47.84555556,1902
423,2,7,-61.92194444,47.80916667,1903
423,2,8,-61.92194444,47.77138889,1904
423,2,9,-61.91666667,47.73333333,1905
423,2,10,-61.91666667,47.695,1906
423,3,1,-61.95527778,47.81277778,1907
423,3,2,-61.98472222,47.81111111,1908
423,3,3,-62.01777778,47.81111111,1909
423,3,4,-62.055,47.81027778,1910
423,3,5,-62.08722222,47.80916667,1911
423,3,6,-62.08583333,47.85333333,1912
423,3,7,-62.07944444,47.88722222,1913
423,3,8,-62.05111111,47.855,1914
423,3,9,-62.02055556,47.85166667,1915
423,3,10,-61.98222222,47.85416667,1916
423,4,1,-61.95138889,47.77138889,1917
423,4,2,-61.98583333,47.76861111,1918
423,4,3,-62.02055556,47.77027778,1919
423,4,4,-62.01916667,47.72888889,1920
423,4,5,-61.98861111,47.72972222,1921
423,4,6,-61.95777778,47.73333333,1922
423,4,7,-61.9525,47.69666667,1923
423,4,8,-61.98583333,47.69333333,1924
423,4,9,-62.01777778,47.69083333,1925
423,4,10,-62.04222222,47.65444444,1926
423,5,1,-62.12305556,47.81111111,1927
423,5,2,-62.12305556,47.76777778,1928
423,5,3,-62.09361111,47.76777778,1929
423,5,4,-62.05888889,47.76611111,1930
423,5,5,-62.05888889,47.72638889,1931
423,5,6,-62.09361111,47.72638889,1932
423,5,7,-62.12305556,47.72805556,1933
423,5,8,-62.12027778,47.69083333,1934
423,5,9,-62.09083333,47.69,1935
423,5,10,-62.06138889,47.68888889,1936
423,6,1,-62.255,47.89472222,1937
423,6,2,-62.22027778,47.89472222,1938
423,6,3,-62.19222222,47.89472222,1939
423,6,4,-62.16277778,47.89583333,1940
423,6,5,-62.11916667,47.89305556,1941
423,6,6,-62.12027778,47.85,1942
423,6,7,-62.15638889,47.84916667,1943
423,6,8,-62.18833333,47.85166667,1944
423,6,9,-62.22166667,47.85166667,1945
423,6,10,-62.2575,47.85,1946
423,7,1,-62.52,47.89666667,1947
423,7,2,-62.48416667,47.89388889,1948
423,7,3,-62.45472222,47.89388889,1949
423,7,4,-62.42388889,47.89666667,1950
423,7,5,-62.39083333,47.89583333,1951
423,7,6,-62.35861111,47.89472222,1952
423,7,7,-62.32666667,47.89305556,1953
423,7,8,-62.28694444,47.8975,1954
423,7,9,-62.28583333,47.93361111,1955
423,7,10,-62.24083333,47.93027778,1956
423,8,1,-62.40361111,47.96638889,1957
423,8,2,-62.45083333,47.97416667,1958
423,8,3,-62.48666667,47.97861111,1959
423,8,4,-62.5225,47.93722222,1960
423,8,5,-62.48805556,47.93444444,1961
423,8,6,-62.45472222,47.93611111,1962
423,8,7,-62.42138889,47.93888889,1963
423,8,8,-62.39083333,47.93722222,1964
423,8,9,-62.35861111,47.93805556,1965
423,8,10,-62.32416667,47.93888889,1966
423,9,1,-62.52,47.8525,1967
423,9,2,-62.48916667,47.8525,1968
423,9,3,-62.45361111,47.85416667,1969
423,9,4,-62.42138889,47.85166667,1970
423,9,5,-62.39083333,47.85611111,1971
423,9,6,-62.38805556,47.81444444,1972
423,9,7,-62.42277778,47.81111111,1973
423,9,8,-62.45361111,47.8075,1974
423,9,9,-62.48555556,47.81027778,1975
423,9,10,-62.52,47.81277778,1976
423,10,1,-62.28944444,47.85333333,1977
423,10,2,-62.32027778,47.8525,1978
423,10,3,-62.35861111,47.85333333,1979
423,10,4,-62.35611111,47.81361111,1980
423,10,5,-62.32138889,47.81194444,1981
423,10,6,-62.29083333,47.81277778,1982
423,10,7,-62.25361111,47.81277778,1983
423,10,8,-62.22166667,47.81194444,1984
423,10,9,-62.18694444,47.81111111,1985
423,10,10,-62.155,47.81277778,1986
423,11,1,-62.35611111,47.76972222,1987
423,11,2,-62.32277778,47.76972222,1988
423,11,3,-62.28583333,47.77138889,1989
423,11,4,-62.2575,47.76972222,1990
423,11,5,-62.22027778,47.76972222,1991
423,11,6,-62.19083333,47.76861111,1992
423,11,7,-62.15638889,47.77027778,1993
423,11,8,-62.155,47.73055556,1994
423,11,9,-62.18694444,47.73138889,1995
423,11,10,-62.22277778,47.72888889,1996
423,12,1,-62.25222222,47.72888889,1997
423,12,2,-62.28583333,47.72972222,1998
423,12,3,-62.32138889,47.72888889,1999
423,12,4,-62.3575,47.73055556,2000
423,12,5,-62.35472222,47.68722222,2001
423,12,6,-62.32277778,47.68638889,2002
423,12,7,-62.28694444,47.68638889,2003
423,12,8,-62.25111111,47.68638889,2004
423,12,9,-62.22277778,47.68722222,2005
423,12,10,-62.19083333,47.68833333,2006
423,13,1,-62.35861111,47.6475,2007
423,13,2,-62.31888889,47.64666667,2008
423,13,3,-62.28583333,47.64666667,2009
423,13,4,-62.25222222,47.6475,2010
423,13,5,-62.21888889,47.64583333,2011
423,13,6,-62.19333333,47.64583333,2012
423,13,7,-62.15361111,47.69083333,2013
423,13,8,-62.15888889,47.64583333,2014
423,13,9,-62.12555556,47.64833333,2015
423,13,10,-62.08833333,47.65,2016
423,14,1,-62.19083333,47.59972222,2017
423,14,2,-62.15888889,47.60055556,2018
423,14,3,-62.12027778,47.59972222,2019
423,14,4,-62.09861111,47.60666667,2020
423,14,5,-62.11277778,47.565,2021
423,14,6,-62.155,47.55972222,2022
423,14,7,-62.19083333,47.56083333,2023
423,14,8,-62.18972222,47.51972222,2024
423,14,9,-62.155,47.51972222,2025
423,14,10,-62.12027778,47.52333333,2026
423,15,1,-62.35611111,47.60055556,2027
423,15,2,-62.32027778,47.60055556,2028
423,15,3,-62.29083333,47.60055556,2029
423,15,4,-62.25361111,47.60333333,2030
423,15,5,-62.22277778,47.60416667,2031
423,15,6,-62.22416667,47.56083333,2032
423,15,7,-62.25361111,47.565,2033
423,15,8,-62.28833333,47.56083333,2034
423,15,9,-62.32027778,47.55972222,2035
423,15,10,-62.3575,47.56138889,2036
423,16,1,-62.22416667,47.51805556,2037
423,16,2,-62.22527778,47.48333333,2038
423,16,3,-62.18972222,47.47972222,2039
423,16,4,-62.15361111,47.48166667,2040
423,16,5,-62.16138889,47.44583333,2041
423,16,6,-62.19222222,47.43888889,2042
423,16,7,-62.22277778,47.43722222,2043
423,16,8,-62.22277778,47.40333333,2044
423,16,9,-62.19222222,47.40861111,2045
423,16,10,-62.22277778,47.3675,2046
423,17,1,-62.24861111,47.51805556,2047
423,17,2,-62.28833333,47.51638889,2048
423,17,3,-62.32277778,47.51555556,2049
423,17,4,-62.35611111,47.51638889,2050
423,17,5,-62.3575,47.48333333,2051
423,17,6,-62.32416667,47.47805556,2052
423,17,7,-62.28833333,47.47722222,2053
423,17,8,-62.25611111,47.47805556,2054
423,17,9,-62.25111111,47.43888889,2055
423,17,10,-62.28583333,47.43722222,2056
423,18,1,-62.35611111,47.43972222,2057
423,18,2,-62.32416667,47.43888889,2058
423,18,3,-62.3575,47.40333333,2059
423,18,4,-62.32027778,47.4025,2060
423,18,5,-62.28833333,47.39805556,2061
423,18,6,-62.255,47.39972222,2062
423,18,7,-62.255,47.35361111,2063
423,18,8,-62.28833333,47.35444444,2064
423,18,9,-62.32277778,47.35277778,2065
423,18,10,-62.3625,47.35277778,2066
423,19,1,-62.35611111,47.31777778,2067
423,19,2,-62.32138889,47.31777778,2068
423,19,3,-62.28583333,47.31611111,2069
423,19,4,-62.2575,47.31777778,2070
423,19,5,-62.27805556,47.27138889,2071
423,19,6,-62.32666667,47.27138889,2072
423,19,7,-62.32527778,47.23222222,2073
423,19,8,-62.29583333,47.23305556,2074
423,19,9,-62.28944444,47.19277778,2075
423,19,10,-62.32027778,47.19194444,2076
423,20,1,-62.3575,47.27138889,2077
423,20,2,-62.38805556,47.27416667,2078
423,20,3,-62.42388889,47.2725,2079
423,20,4,-62.42138889,47.23138889,2080
423,20,5,-62.39083333,47.23138889,2081
